Ticker,Company Name,monthly_return,capm_beta,book_price,CAP,GPM
MYE,"Myers Industries, Inc.",1.04,1.7542017,0.14347589,633.79266,29.5021
MYL,Mylan N.V.,7.51,1.3777082,0.58149564,16818.156,42.892857
MYRG,MYR Group Inc.,5.2,0.43711072,0.5052646,479.60135,11.714534
MYGN,"Myriad Genetics, Inc.",-4.6,0.24368204,0.3318901,2474.7122,77.80659
NBR,Nabors Industries Ltd.,-20.83,1.5460398,2.0312977,2306.6157,0.53460574
NANO,Nanometrics Incorporated,-2.2,1.8053682,0.34394723,733.6537,53.63792
NDAQ,"Nasdaq, Inc.",-5.56,0.75731933,0.4486862,12907.099,56.869095
NBHC,National Bank Holdings Corporation Class A,#N/A,0.64855486,0.6191504,956.5977,#N/A
NFG,National Fuel Gas Company,0.36,0.95289916,0.3075055,4842.596,31.751274
NATI,National Instruments Corporation,3.05,0.93271035,0.19163974,5513.5176,74.358444
NOV,"National Oilwell Varco, Inc.",-4.25,0.9791147,1.0768127,13579.319,1.173061
NPK,"National Presto Industries, Inc.",5.37,0.49590933,0.4310348,792.0431,24.843449
NNN,"National Retail Properties, Inc.",-2.9,0.41142192,0.5068595,6316.797,67.7247
NSA,National Storage Affiliates Trust,0.41,0.7653621,0.54000074,1073.3429,33.358795
BABY,Natus Medical Incorporated,7.41,0.8995351,0.29901737,1243.104,59.392708
NLS,Nautilus Inc,-15.95,2.1198795,0.4014149,518.9483,52.70553
NAVI,Navient Corp,-12.34,2.3468184,1.0206485,3950.4434,84.78778
NCI,"Navigant Consulting, Inc.",0.49,0.87087405,0.7801001,781.19635,25.864399
NAVG,"Navigators Group, Inc.",#N/A,0.8364806,0.6974828,1721.5,#N/A
NBTB,NBT Bancorp Inc.,#N/A,0.90001726,0.5535749,1597.6896,#N/A
NCR,NCR Corporation,-10.69,1.8096952,0.17381893,4558.68,26.257069
NP,"Neenah Paper, Inc.",-0.16,1.2675266,0.23239313,1437.5564,22.782793
NKTR,Nektar Therapeutics,-1.01,1.3680853,0.023876438,3740.6638,81.736145
NEOG,Neogen Corporation,1.08,1.5326544,0.15394166,2961.5483,47.558315
NTAP,"NetApp, Inc.",-0.15,1.1508455,0.23265585,11815.199,61.037548
NFLX,"Netflix, Inc.",3.69,1.3985444,0.03172279,78475.8,31.716373
NTGR,"NETGEAR, Inc.",-2.41,1.494365,0.51825243,1504.3759,30.974352
NTCT,"NetScout Systems, Inc.",-9.15,1.5637122,0.93201053,2896.567,63.53782
NJR,New Jersey Resources Corporation,2.3,0.4643252,0.30486846,3644.5366,9.545956
NEWM,"New Media Investment Group, Inc.",4.17,1.3079836,0.8836877,787.1265,38.894943
NYCB,"New York Community Bancorp, Inc.",#N/A,0.5616282,1.0010722,6304.0073,#N/A
NYT,New York Times Company Class A,-2.76,1.6674252,0.27544194,3178.3413,55.647892
NWL,Newell Brands Inc,-4.39,1.1945056,0.57677364,20626.678,33.107655
NFX,Newfield Exploration Company,1.13,1.4814341,0.15312254,5922.4253,23.233696
NEU,NewMarket Corporation,-5.17,0.79760027,0.10188701,5046.4604,33.216747
NEM,Newmont Mining Corporation,-3.84,0.12159568,0.5589206,20005.451,19.862911
NR,"Newpark Resources, Inc.",-9.15,1.5768064,0.6755339,858.34265,7.9124727
NWSA,News Corporation Class A,0.6,2.0019057,1.3572625,7716.319,38.837696
NWS,News Corporation Class B,-0.17,1.858952,1.3338277,7943.269,38.837696
NEE,"NextEra Energy, Inc.",2.09,0.32744998,0.33540133,68936.766,31.32231
EGOV,NIC Inc.,-1.64,0.3741225,0.11937599,1136.4961,39.293835
NLSN,Nielsen Holdings Plc,-8.33,0.94272286,0.3095557,14763.164,49.120304
NKE,"NIKE, Inc. Class B",2.21,0.6004847,0.13732369,84878.445,43.431427
NI,NiSource Inc,1.05,0.37361795,0.47774386,8615.925,56.87702
NMIH,"NMI Holdings, Inc. Class A",#N/A,0.7653924,0.5546944,743.10834,#N/A
NE,Noble Corporation plc,-7.29,2.3557208,5.691104,1126.5538,42.44433
NBL,"Noble Energy, Inc.",-2.57,1.1926001,0.76894844,13896.4,-31.661257
NDSN,Nordson Corporation,3.15,1.4002213,0.117297076,6836.5356,54.91997
JWN,"Nordstrom, Inc.",-11.7,0.84766847,0.12907054,7836.33,36.030357
NSC,Norfolk Southern Corporation,-2.01,1.36783,0.32512653,37840.316,31.047735
NTRS,Northern Trust Corporation,#N/A,0.95039856,0.4157502,20906.824,#N/A
NFBK,"Northfield Bancorp, Inc.",#N/A,0.33082628,0.75035924,848.0814,#N/A
NOC,Northrop Grumman Corporation,0.12,0.7003129,0.1016469,50085.625,23.571896
NWBI,"Northwest Bancshares, Inc.",#N/A,0.63107324,0.6823361,1771.3091,#N/A
NWN,Northwest Natural Gas Company,1.31,0.40381584,0.44772416,1849.1172,25.646547
NWE,NorthWestern Corporation,1.47,0.36166665,0.58504975,2765.209,55.433655
NCLH,Norwegian Cruise Line Holdings Ltd.,0.61,1.1202476,0.35817975,12327.109,30.826551
DNOW,"NOW, Inc.",-7.18,0.88956434,0.8791709,1488.7609,16.373993
NRG,"NRG Energy, Inc.",-2.79,1.2701559,0.2588106,8089.5835,19.93596
NUS,"Nu Skin Enterprises, Inc. Class A",1.02,1.5808072,0.1984736,3246.144,78.762955
NUE,Nucor Corporation,0.59,1.5964208,0.42749703,17900.629,12.578882
NTRI,"Nutrisystem, Inc.",-8.05,1.043061,0.06374629,1679.2361,50.36585
NUVA,"NuVasive, Inc.",0.28,0.781598,0.24292877,2826.6555,70.6785
NVDA,NVIDIA Corporation,8.43,1.2043859,0.04762619,107292.62,58.972504
NVR,"NVR, Inc.",8.3,0.7487169,0.10764394,10665.889,17.983744
ORLY,"O'Reilly Automotive, Inc.",-2.83,0.79357785,0.08307186,18379.309,49.9472
OXY,Occidental Petroleum Corporation,-1.28,0.63710016,0.43563107,49136.402,5.696453
OII,"Oceaneering International, Inc.",-16.16,1.6498239,0.76486814,2581.7307,12.292068
OCLR,"Oclaro, Inc.",-3.82,1.4023706,0.37051526,1446.7246,39.01256
ODP,"Office Depot, Inc.",-21.8,2.8015733,1.1598358,2353.5645,24.480537
OFG,OFG Bancorp,#N/A,1.6106708,1.9046336,402.11908,#N/A
OGE,OGE Energy Corp.,0.73,0.942564,0.4681017,7195.3804,46.76434
OIS,"Oil States International, Inc.",-6.99,1.6967454,1.0169975,1295.1176,7.0493736
ODFL,"Old Dominion Freight Line, Inc.",5.12,1.192125,0.18542862,9071.724,23.890419
ONB,Old National Bancorp,#N/A,1.0372039,0.73759973,2480.0708,#N/A
ORI,Old Republic International Corporation,#N/A,1.3596185,0.8388577,5149.5313,#N/A
OLN,Olin Corporation,3.01,1.4066356,0.3761961,5700.808,11.405979
OLLI,Ollie's Bargain Outlet Holdings Inc,-3.66,0.18314338,0.24010918,2843.6704,39.53297
ZEUS,"Olympic Steel, Inc.",-10.05,1.7466881,1.2306144,241.28923,20.527695
OHI,"Omega Healthcare Investors, Inc.",#N/A,0.5423939,0.6816778,6320.2544,#N/A
OMCL,"Omnicell, Inc.",-2.74,0.69023013,0.2365847,1911.6183,45.306034
OMC,Omnicom Group Inc,-7.52,1.2100812,0.13710015,17075.553,15.909815
ASGN,"On Assignment, Inc.",7.92,2.1199188,0.26924664,2836.4817,30.033197
OGS,"ONE Gas, Inc.",1.69,0.082288586,0.46916524,3849.4165,51.961143
OKE,"ONEOK, Inc.",-2.85,1.3108034,0.01650779,21127.004,15.051302
OPB,Opus Bank,#N/A,1.1004462,1.0423266,864.4993,#N/A
ORCL,Oracle Corporation,1.84,1.0678787,0.25577793,201667.84,76.357086
OSUR,"OraSure Technologies, Inc.",-9.04,1.3789138,0.16803497,1334.925,67.28693
OA,"Orbital ATK, Inc.",-1.47,0.3743212,0.2363315,7671.3525,22.177328
ORN,"Orion Group Holdings, Inc.",5.55,1.2907162,1.1344159,184.94832,11.670322
ORIT,Oritani Financial Corp.,#N/A,0.3444093,0.71734744,775.7652,#N/A
OFIX,Orthofix International NV,7.89,0.14423434,0.27505493,860.56024,78.561356
OSK,Oshkosh Corp,#N/A,1.8772259,#N/A,6175.7617,18.379734
OSIS,"OSI Systems, Inc.",-3.26,0.7535649,0.344605,1732.2687,34.267513
OMI,"Owens & Minor, Inc.",-11.44,0.97244084,0.64022523,1788.4708,11.641124
OI,"Owens-Illinois, Inc.",-4.55,1.5210245,0.065493606,4100.8535,18.964489
OXM,"Oxford Industries, Inc.",0.31,0.36985013,0.34657416,1069.1758,56.779854
GLT,P. H. Glatfelter Company,4.5,1.3991833,0.71628577,847.7546,13.604124
PCAR,PACCAR Inc,-2.09,1.2400744,0.2694259,25427.508,16.172304
PPBI,"Pacific Premier Bancorp, Inc.",#N/A,0.85974395,0.40936708,1516.1165,#N/A
PKG,Packaging Corporation of America,-0.51,1.829043,0.16065152,10825.792,22.074755
PACW,PacWest Bancorp,#N/A,1.5912973,0.7642882,6134.4287,#N/A
PZZA,"Papa John's International, Inc.",-5.66,0.46620077,-0.001566732,2580.0286,18.563799
PARR,Par Pacific Holdings Inc,-0.45,0.36905277,0.38598627,952.3958,3.7436619
PKE,Park Electrochemical Corp.,0.79,0.88586897,0.4785638,374.39276,26.211733
PH,Parker-Hannifin Corporation,1.29,1.395624,0.21633177,23311.203,23.91061
PATK,"Patrick Industries, Inc.",5.78,0.9889887,0.13016093,1414.72,15.476142
PDCO,"Patterson Companies, Inc.",-3.59,0.96644795,0.39040524,3698.9211,24.481615
PTEN,"Patterson-UTI Energy, Inc.",-4.88,1.0428648,0.7674628,4473.884,-43.515537
PAYX,"Paychex, Inc.",3.18,0.98489696,0.085286975,21519.643,70.8184
PYPL,PayPal Holdings Inc,6.95,1.0467948,0.16798371,76964.055,51.366222
PBF,"PBF Energy, Inc. Class A",1.98,1.4121264,0.6400991,3030.13,4.5995345
PDCE,PDC Energy Inc,1.29,0.81262565,0.78411263,3229.2668,-8.9696045
PENN,"Penn National Gaming, Inc.",6.34,1.3158631,-0.22853722,2136.4348,33.130917
PEI,Pennsylvania Real Estate Investment Trust,-5.77,1.2989534,0.82119477,732.2964,28.35511
PNR,Pentair plc,1.29,1.3957354,0.33218828,12341.359,36.689163
PBCT,"People's United Financial, Inc.",#N/A,0.84855086,0.83088285,6128.4175,#N/A
PEP,"PepsiCo, Inc.",-2.52,0.6692937,0.071444705,158564.89,54.901993
PRFT,"Perficient, Inc.",-1.71,0.84923637,0.54572904,657.86694,27.319695
PKI,"PerkinElmer, Inc.",1.87,0.77644354,0.2657974,7600.2183,45.95818
PRGO,Perrigo Co. Plc,-4.24,0.68820214,0.5130117,12071.091,38.786606
PERY,"Perry Ellis International, Inc.",-1.92,0.5953366,0.86725724,371.76196,35.30031
PETS,"PetMed Express, Inc.",3.34,1.0911317,0.12862645,683.02264,31.2811
PFE,Pfizer Inc.,-3.03,1.0099199,0.27968058,212320.38,69.79782
PCG,PG&E Corporation,-11.44,0.18426298,0.6126391,34877.105,16.976112
PGTI,"PGT Innovations, Inc.",-4.7,1.1667345,0.19111928,742.417,32.406063
PMC,PharMerica Corporation,-1.04,0.8089601,0.6033969,911.8364,13.978291
PAHC,Phibro Animal Health Corporation Class A,-0.06,1.3453182,0.10068204,1477.4047,32.348312
PM,Philip Morris International Inc.,-5.56,0.919983,-0.078158416,172420.23,64.53616
PSX,Phillips 66,-2.01,1.2010722,0.47386983,46422.496,4.876032
PLAB,"Photronics, Inc.",5.27,0.54822916,1.0756947,606.6409,24.553629
PNFP,"Pinnacle Financial Partners, Inc.",#N/A,1.3210989,0.48768348,5198.811,#N/A
PNW,Pinnacle West Capital Corporation,1.56,0.38600338,0.49190497,9438.873,28.687635
PES,Pioneer Energy Services Corp.,-17.37,2.8868468,1.9197688,198.1835,-14.864159
PXD,Pioneer Natural Resources Company,-0.6,0.9699085,0.4095643,25096.11,4.758289
PJC,Piper Jaffray Companies,14.05,1.5485283,0.8381603,765.6149,90.05601
PBI,Pitney Bowes Inc.,-2.45,1.2731216,-0.040823366,2611.045,55.531002
PLT,"Plantronics, Inc.",0.57,1.2459483,0.25212342,1462.1843,51.235996
PLXS,Plexus Corp.,5.06,0.9022664,0.44597942,1876.6613,9.0226755
PNC,"PNC Financial Services Group, Inc.",#N/A,0.90643966,0.6888277,64150.523,#N/A
PNM,"PNM Resources, Inc.",4.17,0.36634982,0.4848041,3210.041,41.239204
PII,Polaris Industries Inc.,7.24,1.3866171,0.1160075,6543.56,24.40816
POL,PolyOne Corporation,8.58,1.8445233,0.19044082,3234.5925,21.537218
POOL,Pool Corporation,6.3,0.957436,0.041349504,4340.098,28.827063
POST,"Post Holdings, Inc.",-5.25,0.10497609,0.55899525,5839.6724,27.920345
PCH,Potlatch Corporation,-0.14,1.4661183,0.07445511,2071.1543,22.909376
POWL,"Powell Industries, Inc.",-3.08,0.8418806,1.0155476,342.74487,18.726988
POWI,"Power Integrations, Inc.",5.18,1.2870543,0.20768587,2175.2703,49.345497
PPG,"PPG Industries, Inc.",2.98,1.5960717,0.16133961,27651.355,41.651413
PPL,PPL Corporation,-2.21,0.50498116,0.38772932,26114.648,44.552345
PRAA,PRA Group Inc,-2.79,1.517763,0.66827446,1294.0059,68.14503
PX,"Praxair, Inc.",1.36,0.9885341,0.120611,40008.31,33.719383
PBH,"Prestige Brands Holdings, Inc.",-5.34,1.186205,0.33119363,2656.7236,54.183952
PCLN,Priceline Group Inc,1.15,1.4254144,0.10441839,89814.05,80.56893
PRI,"Primerica, Inc.",#N/A,1.181371,0.30184895,3672.6045,#N/A
PFG,"Principal Financial Group, Inc.",#N/A,1.7120658,0.53984034,18562.09,#N/A
PRA,ProAssurance Corporation,#N/A,0.54679143,0.6026342,2919.029,#N/A
PG,Procter & Gamble Company,-4.73,0.667711,0.2457591,230812.45,50.90227
PGNX,"Progenics Pharmaceuticals, Inc.",#N/A,3.4774594,0.24112257,517.1872,#N/A
PRGS,Progress Software Corporation,5.94,0.6665824,0.19791625,1824.4036,80.64667
PGR,Progressive Corporation,#N/A,0.9169305,0.28204527,28162.719,#N/A
PLD,"Prologis, Inc.",-0.44,0.9300898,0.4367943,33765.86,35.717564
PB,"Prosperity Bancshares, Inc.(R)",#N/A,1.3557421,0.79680955,4567.1836,#N/A
PRLB,"Proto Labs, Inc.",4.46,1.0194807,0.16424859,2138.5051,56.008793
PRSC,Providence Service Corporation,0.82,0.8008441,0.39006996,729.5044,6.842912
PFS,"Provident Financial Services, Inc.",#N/A,0.9853659,0.6964251,1772.6968,#N/A
PRU,"Prudential Financial, Inc.",#N/A,1.5578831,0.96653867,45887.71,#N/A
PSB,"PS Business Parks, Inc.",-1.82,0.5758824,0.20425236,3638.0134,42.597103
PTC,PTC Inc.,#N/A,1.3635604,#N/A,6497.751,68.60256
PEG,Public Service Enterprise Group Inc,2.62,0.40569907,0.5285953,23356.25,15.332352
PSA,Public Storage,-3.65,0.43625066,0.14045765,37178.37,56.94685
PHM,"PulteGroup, Inc.",5.53,1.1698664,0.48303163,8033.271,24.891003
PVH,PVH Corp.,-1.01,0.5751738,0.48232535,9779.027,53.105534
QEP,"QEP Resources, Inc.",1.72,1.7178416,1.633402,2064.8132,-10.021059
QRVO,"Qorvo, Inc.",3.33,1.0200759,0.51075435,8986.043,28.111828
KWR,Quaker Chemical Corporation,2.25,1.3578362,0.19529529,1967.6306,37.445568
QCOM,QUALCOMM Incorporated,-2.75,1.2455107,0.4226431,76412.164,60.452576
QCP,"Quality Care Properties, Inc.",0.28,2.3161097,2.0482562,1454.0476,64.07355
QSII,"Quality Systems, Inc.",-7.91,0.81156,0.34713608,1001.765,54.168373
QLYS,"Qualys, Inc.",0.23,0.8280101,0.13629457,1963.0475,78.540855
NX,Quanex Building Products Corporation,-3.85,0.70104593,0.489697,797.3224,17.711363
PWR,"Quanta Services, Inc.",-0.69,0.8654956,0.5852724,5698.0493,12.835893
DGX,Quest Diagnostics Incorporated,-1.03,0.5905064,0.36021563,12735.04,38.150368
QNST,"QuinStreet, Inc.",12.82,1.0400584,0.29200828,333.9534,10.132595
Q,"Quintiles IMS Holdings, Inc.",7.39,0.6510539,0.33925763,22465.041,26.939249
QHC,Quorum Health Corp.,6.01,8.725255,1.192666,156.94116,0.45528156
RRD,R.R. Donnelley & Sons Company,-7.94,2.0751555,-0.16436525,721,17.004805
RL,Ralph Lauren Corporation Class A,-0.51,0.6306911,0.45550492,7177.9775,57.48557
RMBS,Rambus Inc.,5.51,0.7559576,0.3383826,1465.5371,77.85839
RPT,Ramco-Gershenson Properties Trust,-2.95,0.77317506,0.77735895,1032.5516,37.37335
RRC,Range Resources Corporation,-6.14,0.9279544,1.2083621,4855.773,-4.139041
RAVN,"Raven Industries, Inc.",1.7,1.4417895,0.21370271,1169.5105,28.187243
RJF,"Raymond James Financial, Inc.",#N/A,1.7113822,#N/A,12131.151,97.57847
RYAM,Rayonier Advanced Materials Inc,2.21,4.2703323,0.3405839,592.89905,20.866411
RYN,Rayonier Inc.,1.2,0.41692543,0.3831032,3724.4014,35.885143
RTN,Raytheon Company,-3.61,0.56836545,0.19077924,53921.62,24.77876
RMAX,"RE/MAX Holdings, Inc.",#N/A,0.93818253,0.39508066,1124.6438,#N/A
O,Realty Income Corporation,-5.23,0.29400638,0.45630026,16114.914,53.06776
RHT,"Red Hat, Inc.",4.34,1.184758,0.058353983,19615.912,84.71384
RRGB,"Red Robin Gourmet Burgers, Inc.",0.33,0.65252537,0.3966709,866.578,14.723385
RBC,Regal Beloit Corp,0.53,1.5094696,0.56080014,3523.4,28.310019
REG,Regency Centers Corporation,-1.92,0.56218415,0.35353532,10530.855,43.269157
REGN,"Regeneron Pharmaceuticals, Inc.",-8.11,1.5545204,0.10424415,47896.477,91.67894
RF,Regions Financial Corporation,#N/A,1.2824068,0.7890793,17742.95,#N/A
RGS,Regis Corporation,2.02,1.4229889,0.7323212,664.6976,37.377827
RGA,"Reinsurance Group of America, Incorporated",#N/A,0.8003913,0.738439,8981.305,#N/A
RS,Reliance Steel & Aluminum Co.,-0.74,1.2779231,0.7428541,5553.835,27.644142
RNR,RenaissanceRe Holdings Ltd.,#N/A,0.6963966,0.7837901,5409.535,#N/A
RCII,Rent-A-Center Inc,-9.69,0.61279315,0.50147533,612.01953,35.989616
RGEN,Repligen Corporation,-2.99,1.0537322,0.13404611,1307.44,54.929646
RSG,"Republic Services, Inc.",-2.5,0.618281,0.34826282,22156.523,27.56373
RMD,ResMed Inc.,4.68,0.7928485,0.1637886,10948.62,55.893272
RECN,"Resources Connection, Inc.",7.73,1.1925982,0.5097474,415.61,37.34469
ROIC,Retail Opportunity Investments Corp.,-4.68,0.66677016,0.6046272,2085.971,40.33975
REX,REX American Resources Corporation,-4.89,1.5984869,0.588429,616.08777,15.184697
RH,RH,17.01,1.6819948,0.25055605,1487.408,32.202744
RLI,RLI Corp.,#N/A,1.2805797,0.31716195,2527.272,#N/A
RRTS,"Roadrunner Transportation Systems, Inc.",-5.88,0.85395825,1.8213029,365.33252,19.2319
RHI,Robert Half International Inc.,0.52,1.2806259,0.16423738,6352.117,39.927654
ROK,"Rockwell Automation, Inc.",6.72,1.2358426,0.077119604,22882.164,47.13509
COL,"Rockwell Collins, Inc.",#N/A,0.7171326,#N/A,21227.305,48.374214
ROG,Rogers Corporation,7.98,1.1242707,0.23198503,2420.498,38.013058
ROL,"Rollins, Inc.",-4.54,0.25998658,0.05945118,10057.374,47.679565
ROP,"Roper Technologies, Inc.",2.5,1.0556575,0.22053945,24880.266,61.54238
ROST,"Ross Stores, Inc.",-2.63,1.1011835,0.11387391,24897.68,28.70227
RDC,Rowan Cos. Plc Class A,6.36,1.9061577,2.8435593,1621.67,35.921227
RCL,Royal Caribbean Cruises Ltd.,1.33,1.0789955,0.3434224,25497.555,33.90918
RGLD,"Royal Gold, Inc.",-2.59,0.4907918,0.41504437,5618.952,40.67293
RPM,RPM International Inc.,1.59,1.5354526,0.20161141,6855.7896,43.679134
RT,"Ruby Tuesday, Inc.",6.25,0.5324897,2.134644,130.5721,10.804532
RTEC,"Rudolph Technologies, Inc.",2.56,1.0715703,0.34005988,829.5031,52.079643
RUTH,"Ruth's Hospitality Group, Inc.",-0.52,0.32326406,0.12257251,634.5308,23.951214
R,"Ryder System, Inc.",-3.95,1.5074991,0.4734428,4476.7295,22.121988
SPGI,"S&P Global, Inc.",-1.54,1.5192344,0.016039193,39859.05,65.55379
STBA,"S&T Bancorp, Inc.",#N/A,0.8701559,0.58977294,1384.4764,#N/A
SBRA,"Sabra Health Care REIT, Inc.",-7.24,0.95412445,0.78087217,3857.7588,73.579865
SABR,Sabre Corp.,3.95,0.77039886,0.11501203,4973.0874,28.372107
SAFT,"Safety Insurance Group, Inc.",#N/A,0.80411017,0.53857106,1161.284,#N/A
SAIA,"Saia, Inc.",1.11,0.9189256,0.29439622,1596.9724,6.586229
CRM,"salesforce.com, inc.",4.52,1.2364266,0.10359083,67140.95,72.18619
SBH,"Sally Beauty Holdings, Inc.",-8.73,0.653735,-0.11035498,2594.448,47.16578
SAFM,"Sanderson Farms, Inc.",-5.57,0.55161196,0.35067257,3673.6792,16.121868
SANM,Sanmina-SCI Corporation,#N/A,0.7568445,#N/A,2800.0723,7.764572
BFS,"Saul Centers, Inc.",-1.42,0.71796227,0.10440833,1361.1464,61.432617
SBAC,SBA Communications Corp. Class A,4.44,0.7547438,-0.104941286,17059.555,34.871185
SCG,SCANA Corporation,-8.52,0.21923037,0.92867374,6929.2207,33.427963
SCSC,"ScanSource, Inc.",-2.11,1.1063901,0.7664073,1110.1001,10.050708
SLB,Schlumberger NV,-7.11,1.0346253,0.46126845,96635.86,14.18914
SCHL,Scholastic Corporation,-1.29,0.75738204,1.0104614,1302.5637,51.039272
SWM,"Schweitzer-Mauduit International, Inc.",0.12,1.2912469,0.39406338,1273.255,29.945946
SAIC,Science Applications International Corp.,5.42,1.6287403,0.109700784,2941.4,10.044944
SGMS,Scientific Games Corporation Class A,1.22,2.6534,-0.46211323,4108.1597,36.17951
SMG,Scotts Miracle-Gro Company Class A,0.21,0.37399626,0.11905939,5704.1235,34.914146
SNI,"Scripps Networks Interactive, Inc. Class A",-3.39,1.4835598,0.17636836,11158.015,59.79553
CKH,SEACOR Holdings Inc.,0.52,1.0937493,1.2917019,823.47845,13.025385
STX,Seagate Technology PLC,6.05,1.6737411,0.12643878,9594.788,28.864544
SEE,Sealed Air Corporation,0.93,1.1992055,0.071245566,8118.406,35.844913
SEIC,SEI Investments Company,2.28,1.3820826,0.12702043,9611.149,78.92204
SNBR,Select Comfort Corp.,#N/A,0.5842302,#N/A,1236.3799,62.472324
SEM,Select Medical Holdings Corporation,-1.36,1.3918905,0.32124925,2570.5913,11.102768
SIGI,"Selective Insurance Group, Inc.",#N/A,1.4564044,0.4432529,3144.3582,#N/A
SRE,Sempra Energy,0.36,0.62424856,0.4406163,28646.629,20.745464
SMTC,Semtech Corporation,4.87,1.4620826,0.22410457,2472.039,55.03884
SENEA,Seneca Foods Corporation Class A,1.94,1.1729453,1.2277286,336.70715,8.540151
SNH,Senior Housing Properties Trust,-3.84,0.46835634,0.73199224,4644.2773,35.173077
SXT,Sensient Technologies Corporation,-1.97,1.0868107,0.24841247,3374.1985,34.52057
SCI,Service Corporation International,0.47,0.9625311,0.16269544,6477.2524,22.316177
SFBS,ServisFirst Bancshares Inc,#N/A,1.4335952,0.24205625,2057.8965,#N/A
SHAK,"Shake Shack, Inc. Class A",8.22,1.3914987,0.15940148,869.33374,25.296583
SHW,Sherwin-Williams Company,5.15,1.2261628,0.05110834,33481.723,50.442867
SCVL,"Shoe Carnival, Inc.",-11.39,0.8955158,0.9367886,380.88486,28.891655
SFLY,"Shutterfly, Inc.",-8.87,0.84702206,0.38930655,1590.047,50.087727
SSTK,"Shutterstock, Inc.",10.06,1.4765552,0.21119785,1153.8314,58.90714
SBNY,Signature Bank,#N/A,1.0119007,0.5087751,7038.8687,#N/A
SIG,Signet Jewelers Limited,-1.92,1.0385451,0.55604297,4012.965,36.929653
SLGN,Silgan Holdings Inc.,-1.63,0.52063334,0.14575875,3246.5999,14.792386
SLAB,Silicon Laboratories Inc.,10.97,1.3946592,0.20802583,3400.7039,60.41976
SFNC,Simmons First National Corporation Class A,#N/A,1.1604531,0.6378319,1865.0889,#N/A
SPG,"Simon Property Group, Inc.",-3.94,0.6132339,0.0877453,50051.63,60.89233
SSD,"Simpson Manufacturing Co., Inc.",8.02,1.4967903,0.32745713,2318.287,47.92247
SIX,Six Flags Entertainment Corporation,0.68,1.1636562,-0.032692105,5102.9443,46.499912
SKX,"Skechers U.S.A., Inc. Class A",16.44,0.09088576,0.3242678,3909.1223,43.65081
SKYW,"SkyWest, Inc",3.56,1.7475151,0.55407965,2272.5315,17.57411
SWKS,"Skyworks Solutions, Inc.",6.13,0.8973443,0.16821584,18719.03,49.613865
SLG,SL Green Realty Corp.,-5.02,1.1765007,0.73817414,9873.229,26.46448
SLM,SLM Corp,-6.28,1.3076955,0.39234328,4953.775,68.858894
SM,SM Energy Company,12.21,3.0929956,1.0522562,1980.2103,-29.985533
SNA,Snap-on Incorporated,2.45,1.1250334,0.28624147,8494.563,52.097893
LNCE,"Snyder's-Lance, Inc.",-2.12,0.71088207,0.51265323,3685.6235,36.685955
SEDG,"SolarEdge Technologies, Inc.",8.71,0.093995795,0.21306197,1199.749,33.728333
SAH,"Sonic Automotive, Inc. Class A",-2.78,1.5412757,0.8166677,881.1898,13.89087
SONC,Sonic Corp.,-1.18,1.7457482,-0.0740298,1023.8027,33.824055
SON,Sonoco Products Company,0.43,1.1510036,0.2982863,5014.6294,19.747725
BID,Sotheby's Class A,6.86,1.895158,0.1841252,2420.924,37.629215
SJI,"South Jersey Industries, Inc.",-2.26,0.72910583,0.47751933,2746.8271,16.239138
SO,Southern Company,2.41,0.16454785,0.47898522,49318.266,31.252203
SBSI,"Southside Bancshares, Inc.",#N/A,0.74078226,0.50027835,1070.1998,#N/A
LUV,Southwest Airlines Co.,-4.04,1.3069535,0.24200237,33217.84,35.481026
SWX,"Southwest Gas Holdings, Inc.",2.75,0.6246249,0.42522234,3693.4019,13.85862
SWN,Southwestern Energy Company,-7.18,1.1948135,0.33364198,3110.6707,22.331692
SPTN,SpartanNash Company,-5.53,1.0099026,0.8956409,989.82434,14.388516
SPPI,"Spectrum Pharmaceuticals, Inc.",24.41,1.6512681,0.14973007,1323.4486,57.807076
SR,Spire Inc.,2.5,0.30993193,0.49060544,3602.448,26.13465
SPOK,"Spok Holdings, Inc.",5.9,0.6066221,0.925779,306.65182,57.48186
SFM,"Sprouts Farmers Markets, Inc.",-2.16,0.5372542,0.2594759,2497.7346,27.216467
SPSC,"SPS Commerce, Inc.",-9.7,1.0689298,0.29684925,976.7764,64.25981
SPXC,SPX Corporation,-1.19,1.71304,0.15597205,1246.9335,25.520939
FLOW,"SPX Flow, Inc.",3.38,2.773706,0.42849338,1634.3741,30.290583
SRCI,SRC Energy Inc,-2.02,1.587685,0.4392168,1942.791,32.468803
STMP,Stamps.com Inc.,5.74,0.0391552,0.09829715,3431.2695,78.706856
SMP,"Standard Motor Products, Inc.",-7.23,1.8100095,0.44227314,1085.3014,30.466934
SXI,Standex International Corporation,-2.72,1.5974633,0.31166735,1348.8336,34.052
SWK,"Stanley Black & Decker, Inc.",3.03,1.0198337,0.25833774,23151.506,37.599174
SBUX,Starbucks Corporation,-0.34,0.7123714,0.07494688,76891.234,24.622025
STT,State Street Corporation,#N/A,1.3560432,0.5129146,35430.12,#N/A
STLD,"Steel Dynamics, Inc.",3.8,1.4066325,0.3226697,8268.418,16.913637
SCL,Stepan Company,-4.1,1.2808168,0.3543618,1884.1328,19.167849
SRCL,"Stericycle, Inc.",-2.02,0.18980688,0.4650585,6111.8174,37.81206
