Ticker,Company Name,monthly_return,capm_beta,book_price,CAP,GPM
CSCO,"Cisco Systems, Inc.",-0.25,1.1509527,0.38865376,167578.3,63.99958
C,Citigroup Inc,#N/A,1.5661057,1.010287,192324.7,#N/A
CFG,"Citizens Financial Group, Inc.",#N/A,1.3489176,1.0020862,18916.264,#N/A
CTXS,"Citrix Systems, Inc.",3.48,1.4017962,0.20204113,11615.491,82.8104
CHCO,City Holding Company,#N/A,0.8544391,0.41488808,1123.0905,#N/A
CLH,"Clean Harbors, Inc.",-4.89,1.0423063,0.35363203,3227.7354,19.061596
CLW,Clearwater Paper Corporation,-5.11,1.0235363,0.61754525,809.34564,13.496712
CLX,Clorox Company,-3.72,0.3886113,0.033202317,17006.322,44.634186
CLD,Cloud Peak Energy Inc.,9.62,1.6387887,3.6430528,275.0197,15.013155
CME,CME Group Inc. Class A,-0.92,0.7006078,0.43840745,46011.53,81.323944
CMS,CMS Energy Corporation,1.44,0.19307332,0.3149159,13043.712,24.644476
CNO,"CNO Financial Group, Inc.",#N/A,1.2000334,1.0773195,3915.5728,#N/A
COKE,Coca-Cola Bottling Co. Consolidated,1.87,0.07109443,0.13192481,2013.847,38.424
KO,Coca-Cola Company,-0.45,0.7040266,0.11696966,191832.61,59.82987
CCOI,Cogent Communications Holdings Inc,5.47,0.6556319,-0.02172474,2246.7705,39.74021
CGNX,Cognex Corporation,6.19,1.4629798,0.09095377,9548.814,77.82195
CTSH,Cognizant Technology Solutions Corporation Class A,1.18,1.0980227,0.23318009,42798.6,37.117226
COHR,"Coherent, Inc.",6.29,0.78094363,0.14253607,5792.472,46.650795
COHU,"Cohu, Inc.",4.36,0.87530774,0.3400159,664.8738,36.165115
CL,Colgate-Palmolive Company,-3.48,0.80140895,-0.003905809,63969.965,60.09872
COLB,"Columbia Banking System, Inc.",#N/A,1.2407316,0.49449253,2458.2134,#N/A
CMCSA,Comcast Corporation Class A,-5.73,1.0113496,0.3150871,179846.75,57.6869
CMA,Comerica Incorporated,#N/A,1.5029037,0.56597763,13294.382,#N/A
FIX,"Comfort Systems USA, Inc.",14.57,1.3119473,0.228489,1325.692,20.671587
CBSH,"Commerce Bancshares, Inc.",#N/A,0.78903806,0.39771363,5870.903,#N/A
CMC,Commercial Metals Company,0.37,1.255345,0.6061511,2203.555,13.704741
CBU,"Community Bank System, Inc.",#N/A,1.0916805,0.48763815,2794.932,#N/A
CYH,"Community Health Systems, Inc.",-16.1,1.4933594,2.4037323,880.57605,5.4778175
CVLT,"CommVault Systems, Inc.",-10.56,1.4139816,0.18975443,2778.2559,85.57658
CMP,"Compass Minerals International, Inc.",-0.47,0.4885897,0.32351667,2195.3625,26.555363
CPSI,"Computer Programs and Systems, Inc.",0.41,0.10926563,0.38716245,406.48978,47.82843
CMTL,Comtech Telecommunications Corp.,2.48,1.9203551,0.94641036,484.22366,40.938423
CAG,"Conagra Brands, Inc.",-0.22,0.32486215,0.28048286,13782.728,30.13581
CXO,Concho Resources Inc.,-0.27,1.105686,0.3888618,19586.814,-4.1658387
CNMD,CONMED Corporation,-1.42,0.6534336,0.3995205,1465.3444,54.4769
COP,ConocoPhillips,0.11,1.285746,0.5526312,59835.574,-12.1719475
CNX,CONSOL Energy Inc.,-4.36,1.5357999,1.0263393,3897.7402,4.275081
CNSL,"Consolidated Communications Holdings, Inc.",0.48,0.8643839,0.17619783,1351.5518,33.151592
ED,"Consolidated Edison, Inc.",2.79,0.11631598,0.5447843,25010.8,39.209347
STZ,"Constellation Brands, Inc. Class A",4.79,0.0970736,0.16163616,39007.742,48.28113
MCF,Contango Oil & Gas Company,-14.18,2.0479567,2.3475697,128.80588,-32.957302
CTRL,Control4 Corporation,-1.03,-0.5919995,0.19586974,744.35095,50.159
CVG,Convergys Corporation,-1.59,1.1153092,0.54004896,2415.0215,30.800386
COO,"Cooper Companies, Inc.",-0.56,0.55086416,0.23034428,11606.3545,59.771233
CTB,Cooper Tire & Rubber Company,-9.14,-0.024535315,0.61897063,1926.239,26.437368
CPS,Cooper-Standard Holdings Inc.,-3.68,0.7886387,0.35360405,2040.68,18.830248
CPRT,"Copart, Inc.",2.27,1.2346001,0.13127819,7921.8823,42.471756
CLB,Core Laboratories NV,-0.08,1.5732062,0.0343151,4357.337,21.055386
CORE,"Core-Mark Holding Company, Inc.",2.77,0.9967748,0.33702937,1488.69,5.1791563
CXW,"CoreCivic, Inc.",-6.35,0.92127216,0.50328475,3163.6519,22.027044
CLGX,"CoreLogic, Inc.",-0.3,0.87644327,0.25347984,3807.3264,37.844837
COR,CoreSite Realty Corporation,-1.92,0.43542406,0.08543427,3831.6245,36.643463
GLW,Corning Inc,1.47,1.3263371,0.5378184,26000.48,38.450886
OFC,Corporate Office Properties Trust,-3.01,0.8460136,0.42942208,3270.1365,34.093796
CRVL,CorVel Corporation,5.64,0.77799785,0.1220224,1019.3478,20.203356
COST,Costco Wholesale Corporation,-2.97,0.9250819,0.17151622,71828.24,13.323898
COTY,Coty Inc. Class A,-5.88,0.31275648,0.80873203,12362.788,57.397453
CUZ,Cousins Properties Incorporated,-3.48,1.04451,0.69003826,3922.992,23.56999
CBRL,"Cracker Barrel Old Country Store, Inc.",1.22,0.46467027,0.14497711,3647.3223,15.5340805
CR,Crane Co.,1.26,1.163956,0.23133305,4764.857,36.54294
CRAY,Cray Inc.,3,1.6505283,0.6243466,786.1913,34.66562
CREE,"Cree, Inc.",16.11,1.259026,0.6374618,2763.7195,29.809708
CROX,"Crocs, Inc.",2.35,0.38336316,0.29356217,708.1,45.64637
CCRN,"Cross Country Healthcare, Inc.",-3.6,0.75091565,0.3426196,508.5858,25.500124
CCI,Crown Castle International Corp,3,0.20351054,0.19574842,40619.355,35.10577
CRY,"CryoLife, Inc.",-10.31,0.83153737,0.3268427,759.47394,63.46214
CSGS,"CSG Systems International, Inc.",2.54,1.0239162,0.18402103,1346.3574,48.911373
CSRA,"CSRA, Inc.",-1.87,1.9163564,0.063202895,5271.8535,18.456612
CSX,CSX Corporation,-6.23,1.3295804,0.24950807,48493.414,32.559402
CTS,CTS Corporation,7.35,1.1248733,0.35671392,793.7829,35.39313
CUB,Cubic Corporation,3.43,1.0525138,0.4685477,1383.4757,22.954956
CFR,"Cullen/Frost Bankers, Inc.",#N/A,1.3522453,0.457125,5990.7417,#N/A
CMI,Cummins Inc.,1.87,1.1512071,0.23108298,27892.98,25.490421
CW,Curtiss-Wright Corporation,7.35,1.2479686,0.24714585,4613.2837,35.58594
CUBI,"Customers Bancorp, Inc.",#N/A,0.6596566,0.77089804,1004.29254,#N/A
CVBF,CVB Financial Corp.,#N/A,1.5112978,0.38362497,2662.5042,#N/A
CVS,CVS Health Corporation,-11.58,0.8629442,0.5065305,82539.8,16.280994
CY,Cypress Semiconductor Corporation,2.34,2.0157776,0.36863178,5008.795,26.554775
CONE,"CyrusOne, Inc.",1.41,0.8152749,0.22658625,5379.6807,29.805326
CYTK,"Cytokinetics, Incorporated",#N/A,1.8023512,0.17007314,775.1278,#N/A
DHI,"D.R. Horton, Inc.",5.51,1.2886351,0.4119929,14942.759,21.83691
DAKT,"Daktronics, Inc.",-2.78,1.2257702,0.4381212,467.27148,24.046993
DAN,Dana Incorporated,4.62,1.636766,0.26363292,4050.319,15.053209
DHR,Danaher Corporation,3.25,1.0218859,0.36015433,59659.99,55.578594
DRI,"Darden Restaurants, Inc.",2.01,0.2122545,0.20371908,9742.9795,18.007868
DAR,Darling Ingredients Inc.,1.5,1.5368432,0.6567498,2884.769,13.823395
PLAY,"Dave & Buster's Entertainment, Inc.",-6.47,0.5237201,0.21602537,2156.598,21.927303
DVA,DaVita Inc.,0.06,0.98256576,0.39332762,11355.382,22.910091
DCT,DCT Industrial Trust Inc.,-0.85,0.9665375,0.35068387,5384.0313,34.02239
DF,Dean Foods Company,-7.8,0.69413555,0.69128364,989.1396,25.50851
DECK,Deckers Outdoor Corporation,-1.33,1.1775081,0.43717158,2189.0518,46.445473
DE,Deere & Company,2.16,0.7356176,0.1558826,40351.668,26.428493
DLPH,Delphi Automotive PLC,-0.9,1.359544,0.089550376,26257.459,27.90949
DAL,"Delta Air Lines, Inc.",0.85,1.2789478,0.33608863,34379.566,27.718296
DEL,Deltic Timber Corporation,2.01,0.9259423,0.22254464,1077.8467,20.87818
DLX,Deluxe Corporation,-4.19,1.375655,0.26054728,3510.835,63.949615
DNR,Denbury Resources Inc.,-6.29,3.4189763,0.95588726,534.52594,23.921707
XRAY,"DENTSPLY SIRONA, Inc.",-0.08,1.2786251,0.57743955,13714.434,53.97165
DEPO,"Depomed, Inc.",-11.56,1.1354512,0.83619314,364.70624,57.389717
DVN,Devon Energy Corporation,-1.16,2.2380052,0.30711913,19272.75,15.706408
DHX,"DHI Group, Inc.",-10.74,0.9694423,0.95217973,130.689,78.833176
DO,"Diamond Offshore Drilling, Inc.",8.84,1.3219445,1.6341534,1989.796,24.26675
DRH,DiamondRock Hospitality Company,-1.7,1.3267211,0.8448176,2193.3423,20.19936
DKS,"Dick's Sporting Goods, Inc.",-7.32,0.4812367,0.71468025,2895.4846,29.863531
DBD,Diebold Nixdorf Incorporated,-11.23,1.9290254,0.40777934,1725.8148,22.531134
DGII,Digi International Inc.,#N/A,1.452442,#N/A,281.27966,49.10224
DLR,"Digital Realty Trust, Inc.",-1.47,-0.085094005,0.21678905,24308.947,31.591618
DDS,"Dillard's, Inc. Class A",-7.23,1.1552043,1.0513055,1627.2389,31.286037
DCOM,"Dime Community Bancshares, Inc.",#N/A,0.83301294,0.6853348,804.59204,#N/A
DIN,"DineEquity, Inc.",5.99,0.52863795,0.2954551,772.99243,58.273304
DIOD,Diodes Incorporated,8.47,1.2232628,0.468652,1458.6188,28.280167
DPLO,"Diplomat Pharmacy, Inc.",-0.03,0.72527295,0.43645978,1408.6367,7.365073
DFS,Discover Financial Services,#N/A,1.5057943,0.41612855,23602.45,#N/A
DISCA,"Discovery Communications, Inc. Class A",-8.73,1.5628163,0.56639737,8068.91,58.3691
DISCK,"Discovery Communications, Inc. Class C",-9.22,1.4169366,0.6004257,7678.54,58.3691
DISH,DISH Network Corporation Class A,-8.36,1.0790899,0.20533572,25277.186,19.837162
DG,Dollar General Corporation,-1.48,0.93134826,0.24299984,22147.643,30.848963
DLTR,"Dollar Tree, Inc.",1.81,0.5802002,0.2501224,20558.977,30.86364
D,Dominion Energy Inc,1.91,0.29656935,0.28662026,49542.92,61.1905
DPZ,"Domino's Pizza, Inc.",-6.47,0.37026468,-0.21393695,8682.794,31.047571
UFS,Domtar Corporation,4.69,1.549865,0.90353405,2720.2327,13.554335
DCI,"Donaldson Company, Inc.",0.47,1.1894927,0.13787116,6000.0317,34.702133
DFIN,"Donnelley Financial Solutions, Inc.",-1.18,3.3374178,0.15851049,726.572,32.65887
DORM,"Dorman Products, Inc.",-3.46,0.58362323,0.2522065,2420.8108,39.32904
DEI,"Douglas Emmett, Inc",-0.72,0.7284498,0.31862986,6336.4893,32.90789
DOV,Dover Corporation,1.46,1.2701257,0.25601563,14237.748,36.599762
DWDP,DowDuPont Inc.,1.07,1.1657604,0.296733,161956.45,21.629541
DPS,"Dr Pepper Snapple Group, Inc.",-3.54,0.57824075,0.13604447,15981.259,58.352505
DRQ,"Dril-Quip, Inc.",-4.15,0.67387974,0.8524176,1671.4108,39.041195
DSPG,"DSP Group, Inc.",1.14,0.87177855,0.4952642,288.19446,43.0764
DST,"DST Systems, Inc.",3.2,1.3504543,0.2972535,3320.24,16.939678
DSW,DSW Inc. Class A,-8.18,0.7834781,0.6105636,1725.7677,28.337156
DTE,DTE Energy Company,0.38,0.23206368,0.45463896,19259.342,17.984539
DUK,Duke Energy Corporation,1.73,0.274828,0.6637818,58744,29.428837
DRE,Duke Realty Corporation,-2.17,0.9234578,0.3430331,10263.667,30.800428
DNB,Dun & Bradstreet Corporation,-1.04,1.2696642,-0.23305881,4295.5293,64.23079
DNKN,"Dunkin' Brands Group, Inc.",6.05,0.2896127,-0.030226186,4791.205,76.93962
DXC,DXC Technology Co.,2.73,0.8820535,0.14599821,24446.398,18.601288
DXPE,"DXP Enterprises, Inc.",0.24,2.7243166,0.45620647,547.9803,27.523561
DY,"Dycom Industries, Inc.",0.28,1.2686174,0.2459654,2669.776,16.76753
ETFC,E*TRADE Financial Corporation,-1.46,1.4339291,0.49220967,11804.743,89.44527
SSP,E. W. Scripps Company Class A,-7.14,2.014412,0.66547334,1570.4315,32.82307
EXP,Eagle Materials Inc.,-1.93,1.2659396,0.23526886,5188.1895,24.5327
EGRX,"Eagle Pharmaceuticals, Inc.",-7.45,1.1679443,0.18360104,904.69354,70.812004
EWBC,"East West Bancorp, Inc.",#N/A,1.4722661,0.397328,8638.867,#N/A
EGP,"EastGroup Properties, Inc.",0.6,0.99060994,0.21117643,3033.5017,38.920322
EMN,Eastman Chemical Company,-1.21,1.3062356,0.34080195,13001.928,27.445501
ETN,Eaton Corp. Plc,1.15,1.3824245,0.4142545,33833.676,32.774597
EV,Eaton Vance Corp.,0.54,1.8452681,0.07419812,5756.841,80.14815
EBAY,eBay Inc.,-3,1.3608994,0.2575848,40344.54,77.22464
EBIX,"Ebix, Inc.",1.53,1.7463453,0.1957575,2051.6963,67.85923
ECHO,"Echo Global Logistics, Inc",16.98,1.509354,0.52936715,511.45786,16.690645
ECL,Ecolab Inc.,-0.56,1.0398021,0.18098937,37157.27,47.922115
EPC,Edgewell Personal Care Co.,-8.27,0.9019984,0.48638636,4142.1978,49.191364
EIX,Edison International,0.8,0.24970108,0.46052366,25142.852,20.78524
EDR,"Education Realty Trust, Inc.",-2.36,0.43217614,0.7057975,2721.7412,22.410028
EW,Edwards Lifesciences Corporation,-5.74,0.4664645,0.12107137,23129.996,72.81102
EHTH,"eHealth, Inc.",#N/A,1.5904891,0.16656533,442.80896,#N/A
EE,El Paso Electric Company,1.47,0.4824865,0.4611599,2242.6965,64.17081
LOCO,El Pollo Loco Holdings Inc,-4.41,0.37294424,0.5993513,469.61777,20.334206
ESIO,"Electro Scientific Industries, Inc.",17.6,0.60852945,0.24290054,474.21265,42.91685
EA,Electronic Arts Inc.,-0.75,0.63533866,0.1100847,36480.54,73.3985
EFII,"Electronics For Imaging, Inc.",-19.16,1.2594507,0.5758872,1978.5596,47.288235
LLY,Eli Lilly and Company,-4.48,0.3444566,0.1552862,94187.64,73.35373
EME,"EMCOR Group, Inc.",9.25,1.0252573,0.31847975,4079.9954,13.698718
EBS,Emergent BioSolutions Inc.,-0.26,1.2661544,0.35848355,1673.9192,70.91934
EMR,Emerson Electric Co.,#N/A,1.2381579,#N/A,40215.516,43.065693
EIG,"Employers Holdings, Inc.",#N/A,1.1279331,0.54849774,1473.6675,#N/A
ENTA,"Enanta Pharmaceuticals, Inc.",#N/A,0.6568965,0.2854914,893.412,#N/A
ECPG,"Encore Capital Group, Inc.",2.08,1.8371892,0.47047982,1140.5035,63.799065
WIRE,Encore Wire Corporation,-0.47,2.318612,0.6121674,931.8908,12.767671
ENDP,Endo International Plc,-17.73,0.5197874,1.8992537,1912.4285,34.294434
EGN,Energen Corporation,-4.85,1.883443,0.62218213,5310.494,-1.6730825
ENR,Energizer Holdings Inc,-5.53,0.5994112,-0.011315118,2850.7432,43.593197
ENS,EnerSys,-1.03,1.6978335,0.36611554,3002.065,27.313276
EGL,"Engility Holdings, Inc.",-2.98,2.3755274,0.5585529,1277.0911,14.379493
ENVA,Enova International Inc,5.84,3.385864,0.48887092,452.03583,53.92378
NPO,"EnPro Industries, Inc.",1.46,1.1759559,0.20038821,1717.3132,33.232292
ESV,Ensco plc Class A,-7.46,1.8379103,5.0518923,1814.2831,37.541416
ENSG,"Ensign Group, Inc.",0.34,0.86142975,0.38901648,1147.459,9.051317
ETR,Entergy Corporation,6.98,0.5787215,0.5230367,13716.211,20.996416
EVHC,Envision Healthcare Corp.,-4.71,0.6800534,1.3449727,5433.9604,17.467531
EOG,"EOG Resources, Inc.",0.56,0.991428,0.24275668,55929.375,0.44117054
PLUS,ePlus inc.,1.12,1.3268958,0.2555179,1310.1089,21.524958
EPR,EPR Properties,-1.5,0.5960038,0.49641377,5137.101,73.03709
EQT,EQT Corporation,-4.11,0.79715997,0.5421868,11292.521,13.319668
EFX,Equifax Inc.,0.12,0.9373108,0.20462243,12761.196,56.15758
EQIX,"Equinix, Inc.",0.92,0.4663026,0.13190582,34786.824,49.588158
EQR,Equity Residential,-0.22,0.37891972,0.414158,24226.803,36.595436
ERA,"Era Group, Inc.",-3.33,0.87468344,2.0792823,238.11722,11.345799
ESE,ESCO Technologies Inc.,-3.2,1.0165355,0.41274393,1548.5386,36.576904
ESND,Essendant Inc.,-18.17,1.1974032,2.1527197,495.40097,14.153475
ESS,"Essex Property Trust, Inc.",0.67,0.55367607,0.36008343,16766.488,35.601273
EL,Estee Lauder Companies Inc. Class A,0.78,0.6752035,0.10651727,39741.473,79.3048
ESL,Esterline Technologies Corporation,2.19,1.5341988,0.57341397,2700.9675,34.142097
ETH,Ethan Allen Interiors Inc.,-5.99,1.4317019,0.49072772,890.0592,54.981827
EVR,Evercore Inc Class A,-1.34,1.912887,0.16797276,3097.2124,98.29715
RE,"Everest Re Group, Ltd.",#N/A,0.65063465,0.83153206,9379.5205,#N/A
ES,Eversource Energy,0.87,0.3196585,0.53964144,19159.48,32.646793
EXC,Exelon Corporation,2.79,0.32599112,0.6953758,36166.508,18.908085
EXLS,"ExlService Holdings, Inc.",3.42,1.2966839,0.25343886,1971.5054,31.451277
EXPE,"Expedia, Inc.",-10.23,0.9035134,0.22094333,21915.152,73.45383
EXPD,"Expeditors International of Washington, Inc.",-3.02,0.67418015,0.17567894,10753.07,15.736291
EXPO,"Exponent, Inc.",-1.19,0.58614254,0.14460163,1906.1027,24.56645
ESRX,Express Scripts Holding Company,-3.68,0.8730565,0.4374972,35864.45,6.9542603
EXPR,"Express, Inc.",-0.86,1.315954,1.197338,532.70154,30.481089
EXTN,Exterran Corp.,0.29,1.5233618,0.48685548,1131.4327,16.376053
EXR,Extra Space Storage Inc.,-0.04,0.3941954,0.21857314,10070.496,53.94805
XOM,Exxon Mobil Corporation,-0.85,0.8335606,0.48396784,347357.97,20.729755
EZPW,"EZCORP, Inc. Class A",4.18,1.9113787,1.0729733,515.81915,54.987717
FNB,F.N.B. Corporation,#N/A,0.9365092,0.8656719,4535.9204,#N/A
FFIV,"F5 Networks, Inc.",-0.97,1.004578,0.15614507,7546.3325,83.097786
FN,Fabrinet,-0.89,1.0126969,0.49093446,1383.8389,12.0704775
FB,"Facebook, Inc. Class A",1.5,0.6855065,0.11367426,496035.6,86.29062
FDS,FactSet Research Systems Inc.,2.18,0.9628967,0.06982856,7028.4385,56.755173
FICO,Fair Isaac Corporation,#N/A,1.2624525,#N/A,4316.1597,68.326645
FARO,"FARO Technologies, Inc.",22.04,1.4420515,0.39309198,639.20154,50.399284
FAST,Fastenal Company,1,1.0535291,0.1423283,13098.926,49.80588
FRT,Federal Realty Investment Trust,-3.32,0.32779282,0.22666226,9010.555,44.60778
FSS,Federal Signal Corporation,-0.87,1.3164797,0.30971503,1276.8,25.865236
FII,"Federated Investors, Inc. Class B",1.78,1.5566297,0.18769562,2996.8396,65.63308
FDX,FedEx Corporation,-1.61,1.3745081,0.26533955,60488.754,22.82034
FIS,"Fidelity National Information Services, Inc.",-2.01,0.87825185,0.3201614,31098.87,32.55059
LION,Fidelity Southern Corporation,#N/A,1.3369969,0.62832737,631.251,#N/A
FRGI,"Fiesta Restaurant Group, Inc.",-9.33,0.67204505,0.5965933,509.86758,19.828035
FITB,Fifth Third Bancorp,#N/A,1.3373759,0.6857901,19739.162,#N/A
FNGN,"Financial Engines, Inc.",1.36,2.2457855,0.3328309,2196.9297,65.56728
FINL,"Finish Line, Inc. Class A",-15.85,1.3297389,1.2074591,484.02704,27.056486
FAF,First American Financial Corporation,#N/A,0.74447685,0.50277495,5537.526,#N/A
FBP,First Bancorp,#N/A,1.955227,1.5628363,1105.7352,#N/A
FCF,First Commonwealth Financial Corporation,#N/A,0.96581537,0.5786743,1377.33,#N/A
FFBC,First Financial Bancorp.,#N/A,1.165146,0.5113491,1622.9073,#N/A
FFIN,"First Financial Bankshares, Inc.",#N/A,1.3882515,0.27984914,2970.7925,#N/A
FHN,First Horizon National Corporation,#N/A,1.0200353,0.52770066,4485.5234,#N/A
FR,"First Industrial Realty Trust, Inc.",0.46,1.024727,0.34329164,3606.2395,38.094406
FMBI,"First Midwest Bancorp, Inc.",#N/A,1.1413714,0.669445,2405.7493,#N/A
FSLR,"First Solar, Inc.",11.38,2.0045347,0.913996,4791.34,23.852951
FCFS,"FirstCash, Inc.",-0.5,0.7479286,0.4681645,2990.0264,52.641506
FE,FirstEnergy Corp.,3.02,0.2528393,0.42819187,13714.972,25.309116
FISV,"Fiserv, Inc.",-1.31,0.8263366,0.09110086,26926.85,46.430515
FIVE,"Five Below, Inc.",-0.78,0.7956985,0.109248444,3029.2288,33.027058
FLIR,"FLIR Systems, Inc.",11.91,0.6236406,0.26293045,5385.689,46.15186
FTK,"Flotek Industries, Inc.",2.93,1.7092403,1.025108,266.50903,31.254944
FLO,"Flowers Foods, Inc.",-0.5,1.0172821,0.30509144,3937.678,44.945446
FLS,Flowserve Corporation,0.95,1.5431045,0.2825497,5549.051,32.506767
FLR,Fluor Corporation,0.21,1.4292227,0.52080894,5889.893,4.1851344
FMC,FMC Corporation,1.16,1.613274,0.15769508,11979.006,37.14355
FL,"Foot Locker, Inc.",-10.22,0.6580727,0.6851413,4617.3423,31.908318
F,Ford Motor Company,0.81,1.250998,0.5874334,48562.293,15.200922
FORR,"Forrester Research, Inc.",1.87,0.45731795,0.1869897,737.06213,58.04351
FTNT,"Fortinet, Inc.",5.15,0.9048815,0.12280905,6258.56,73.09773
FTV,Fortive Corp.,-0.19,0.34569263,0.10753865,24599.525,48.855293
FBHS,"Fortune Brands Home & Security, Inc.",-2.53,1.4051193,0.23301825,10205.566,35.79811
FWRD,Forward Air Corporation,-0.89,1.19141,0.28874812,1690.1371,10.424215
FOSL,"Fossil Group, Inc.",-11.03,0.7837386,2.645507,452.60764,51.873554
FCPT,"Four Corners Property Trust, Inc.",-1.74,0.03326844,0.31443354,1525.0065,68.04237
FOXF,Fox Factory Holding Corp.,-1.95,0.6836004,0.11781588,1616.8534,31.813526
FRAN,Francesca's Holdings Corporation,-8.71,0.19431691,0.47978458,270.3696,46.92788
FELE,"Franklin Electric Co., Inc.",-0.22,1.6162039,0.29071733,2084.7175,34.89013
BEN,"Franklin Resources, Inc.",-5.01,1.7458878,0.5105583,24698.6,66.93499
FSP,Franklin Street Properties Corp.,-3.71,0.7489916,0.89716834,1138.7948,18.903568
FRED,"Fred's, Inc. Class A",-21.33,1.7522844,2.0153296,245.26982,21.794949
FCX,"Freeport-McMoRan, Inc.",-1.79,2.56236,0.29953817,20315.88,8.782024
FTR,Frontier Communications Corporation Class B,0.73,0.6137692,4.7737203,925.06696,39.433453
FTD,"FTD Companies, Inc.",-12.06,0.555702,1.4506934,359.18616,31.845573
FCN,"FTI Consulting, Inc.",12.22,0.3070747,0.6718437,1346.1467,32.551865
FULT,Fulton Financial Corporation,#N/A,1.1612482,0.6694128,3282.3188,#N/A
FF,FutureFuel Corp.,-3.31,1.7658831,0.50113034,688.6245,20.96345
GIII,"G-III Apparel Group, Ltd.",-9.35,0.2156153,0.82856375,1413.5062,33.87396
GME,GameStop Corp. Class A,-7.36,1.2537384,1.194105,2092.8582,33.04058
GCI,"Gannett Co., Inc.",-3.22,0.5805355,0.87245643,1005.7253,32.17606
GPS,"Gap, Inc.",-8.76,0.8694843,0.2800383,11575.761,36.14978
GRMN,Garmin Ltd.,1.78,0.79459476,0.32019767,10119.375,55.6395
IT,"Gartner, Inc.",-0.95,1.0839689,0.005877941,11277.262,58.780922
GATX,GATX Corporation,-3.45,1.181646,0.5749151,2358.4456,41.380527
BGC,General Cable Corporation,6.2,2.907026,0.14796011,938.36127,11.577336
GNCMA,"General Communication, Inc. Class A",-0.95,0.6263665,0.015522075,1472.4374,46.846584
GD,General Dynamics Corporation,-2.25,0.7304129,0.17880617,61382.67,19.931108
GE,General Electric Company,-12.67,1.1067637,0.43019307,209691.02,33.073605
GIS,"General Mills, Inc.",-0.74,0.63426113,0.14449139,29410.031,36.077923
GM,General Motors Company,2.52,1.556361,0.6799442,56532,17.79721
GCO,Genesco Inc.,-6.09,1.2875696,1.8902192,529.84595,49.41972
GWR,"Genesee & Wyoming, Inc. Class A",-3.24,1.7716721,0.64915043,4613.4043,23.265135
GNTX,Gentex Corporation,-2.28,1.200911,0.34206432,5653.879,39.814304
THRM,Gentherm Incorporated,-7.48,1.9285376,0.3761772,1362.5702,32.29195
GPC,Genuine Parts Company,-6.49,1.1039664,0.24390306,14023.581,29.023487
GNW,"Genworth Financial, Inc. Class A",#N/A,2.8015304,7.670562,1921.1499,#N/A
GEO,GEO Group Inc,-2.4,1.52542,0.3338537,3334.9573,19.00871
GEOS,Geospace Technologies Corporation,-11.05,1.2262484,1.2211899,239.49306,-31.200445
GTY,Getty Realty Corp.,-1.52,0.567115,0.44101354,1130.1257,61.061596
GGP,"GGP, Inc.",-4.97,0.80343425,0.4878783,18127.23,40.84289
ROCK,"Gibraltar Industries, Inc.",3.33,1.7853615,0.43926644,987.05005,25.274784
GIMO,Gigamon Inc.,-6.75,1.4690552,0.18792653,1556.3467,82.37088
GILD,"Gilead Sciences, Inc.",-6.62,1.137409,0.19233668,105893.13,85.49329
GBCI,"Glacier Bancorp, Inc.",#N/A,1.4435393,0.38447708,2945.5427,#N/A
GPN,Global Payments Inc.,4.64,1.1485747,0.16629846,14497.469,50.311184
GMED,"Globus Medical, Inc. Class A",3.49,0.56127256,0.27216226,2861.706,75.499214
GS,"Goldman Sachs Group, Inc.",#N/A,1.4769373,0.7950174,89918.39,#N/A
GT,Goodyear Tire & Rubber Company,-6.3,1.4916711,0.5856032,8190.376,30.267847
GOV,Government Properties Income Trust,-1.74,1.039982,0.7229585,1860.969,31.8772
GGG,Graco Inc.,3.11,1.2451822,0.07798145,6942.7197,53.279377
GHC,Graham Holdings Co.,-4.27,0.73336625,0.7905043,3236.6655,49.936615
GVA,Granite Construction Incorporated,5.26,1.232073,0.351099,2309.3416,11.905189
GXP,Great Plains Energy Incorporated,4.09,0.48198503,0.75329834,6534.555,33.526657
GWB,"Great Western Bancorp, Inc.",#N/A,1.7115694,0.6965406,2428.6702,#N/A
GDOT,Green Dot Corporation Class A,8.04,0.9054477,0.23906362,2495.3118,54.159027
GPRE,Green Plains Inc.,-6.67,1.5681835,1.2218548,829.44116,5.976678
GBX,"Greenbrier Companies, Inc.",4.37,1.9998695,0.58763117,1372.4196,21.34992
GHL,"Greenhill & Co., Inc.",5.71,1.2691644,0.5490334,491.44476,96.37486
GEF,Greif Class A,-4.58,1.3093606,0.29017177,3444.8955,20.607176
GFF,Griffon Corporation,-0.03,1.4117289,0.40345842,1049.1276,23.551819
GPI,"Group 1 Automotive, Inc.",4.37,1.6938046,0.5531,1511.6324,14.179743
GES,"Guess?, Inc.",-4.23,0.40148276,0.71121657,1418.1051,33.595295
GIFI,"Gulf Island Fabrication, Inc.",1.51,0.86606026,1.361171,188.61975,8.679964
GPOR,Gulfport Energy Corporation,-4.1,0.6947729,1.0036415,2625.3926,14.013878
HRB,"H&R Block, Inc.",-5.58,0.5473446,-0.01187864,5535.8394,45.526714
FUL,H.B. Fuller Company,-2.38,1.7316467,0.3289018,2920.3018,30.376133
HAE,Haemonetics Corporation,2.72,0.90183145,0.29759726,2356.6836,44.57588
HAIN,"Hain Celestial Group, Inc.",-9.37,1.2166885,0.45854706,4267.3374,18.286604
HAL,Halliburton Company,-6.26,1.0547155,0.25420907,40138.16,5.438409
